id,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,LONG,LAT
173,FAMILY HEALTH PLAZA,337-769-0069,1216 CAMELLIA BOULEVARD, ,LAFAYETTE,LA,70508,-92.0403393,30.1720682
174,SAINT LUKES URGENT CARE CENTER - CLARKSON ROAD,636-256-8644,233 CLARKSON ROAD, ,ELLISVILLE,MO,63011,-90.585036,38.59947929999999
175,SAINT LUKES URGENT CARE CENTER - FENTON,636-343-5223,508 OLD SMIZER MILL ROAD, ,FENTON,MO,63026,-90.4499386,38.5151888
176,URGENT CARE OF SOUTHERN COLORADO,719-553-2208,3676 PARKER BOULEVARD, ,PUEBLO,CO,81008,-104.65905699999999,38.3100059
177,CARE NOW - EASTCHASE,817-459-2005,1661 EASTCHASE PARKWAY, ,FORT WORTH,TX,76120,-97.1691446,32.7548696
178,MEDEXPRESS URGENT CARE - PARKER,303-840-0900,10345 SOUTH PARK GLENN WAY,SUITE 100,PARKER,CO,80138,-104.76579090000001,39.5290975
179,COPPERVIEW MEDICAL CENTER,801-567-9780,3556 WEST 9800 SOUTH, ,SOUTH JORDAN,UT,84095,-111.97598049999999,40.573682700000006
180,JORDAN MEADOWS MEDICAL CENTER,801-282-2677,3354 WEST 7800 SOUTH, ,WEST JORDAN,UT,84088,-111.97054409999998,40.6100285
181,FIRSTMED NORTH URGENT CARE,801-295-6483,214 WEST 1500 SOUTH, ,BOUNTIFUL,UT,84010,-111.88655779999999,40.8745139
182,STATCLINIX URGENT CARE - NORTHSIGHT,480-682-4100,15223 NORTH 87TH STREET,SUITE 110,SCOTTSDALE,AZ,85260,-111.8919317,33.6227823
183,SIENA MEDICAL CLINIC,620-275-3700,311 EAST SPRUCE STREET, ,GARDEN CITY,KS,67846,-100.86916679999999,37.969319299999995
184,URGENT CARE OF GREEN COUNTRY,918-369-9555,11717 SOUTH MEMORIAL DRIVE, ,BIXBY,OK,74008,-95.8860574,35.9933381
185,COOK CHILDRENS LEWISVILLE URGENT CARE,972-434-1049,401 NORTH VALLEY PARKWAY,SUITE 400,LEWISVILLE,TX,75067,-97.02002929999999,33.0458259
186,PROMPT CARE,580-355-9101,412 SOUTHWEST SUMMIT AVENUE, ,LAWTON,OK,73501,-98.3947341,34.5950343
187,VISTA MEDICAL CENTER,405-634-2929,3700 SOUTH WESTERN AVENUE, ,OKLAHOMA CITY,OK,73109,-97.5297685,35.427526
188,CIMARRON HEALTHCARE CENTER,918-225-6904,2340 EAST MAIN STREET, ,CUSHING,OK,74023,-96.73270190000001,35.986211299999994
189,MEDFORD FAMILY CLINIC,580-395-2319,158 EAST SUNSET DRIVE, ,MEDFORD,OK,73759,-97.73272779999999,36.8141186
190,CONCENTRA URGENT CARE - SAINT LOUIS NORTH BROADWAY,314-385-9563,8340 NORTH BROADWAY, ,SAINT LOUIS,MO,63147,-90.2292161,38.7127674
191,JAYHAWK PROMPTCARE,785-838-1500,3511 CLINTON PLACE, ,LAWRENCE,KS,66047,-95.27984350000001,38.941593
192,URGENT CARE CLINIC,620-227-7323,2205 CENTRAL AVENUE, ,DODGE CITY,KS,67801,-100.0170517,37.7733642
193,SANTA FE FAMILY HEALTH CENTER,505-474-0120,2801 RODEO ROAD,SUITE B-13,SANTA FE,NM,87507,-105.98328319999999,35.638939
194,MEDIQUIK CLINIC,662-229-0669,1350 SUNSET DRIVE,SUITE B,GRENADA,MS,38901,-89.82720929999999,33.780095200000005
195,CONCENTRA URGENT CARE - SANDY,801-562-5200,385 WEST 9000 SOUTH, ,SANDY,UT,84070,-111.9025094,40.5873954
196,ON CALL URGENT MEDICAL CARE,505-954-9949,431 SAINT MICHAEL'S DRIVE,SUITE B,SANTA FE,NM,87505,-105.9396371,35.65566210000001
197,EMERGICARE MEDICAL CLINICS,719-635-6942,402 WEST BIJOU STREET, ,COLORADO SPRINGS,CO,80905,-104.8330305,38.8372886
198,CIGNA STAPLEY HEALTH CARE CENTER,480-464-8500,1111 SOUTH STAPLEY DRIVE, ,MESA,AZ,85204,-111.8050987,33.3948517
199,CENTENNIAL COSMETIC SURGERY AND DERMATOLOGY,303-791-0410,7336 SOUTH YOSEMITE STREET,SUITE 100,CENTENNIAL,CO,80112,-104.88491129999998,39.5841578
200,ERGENT CARE,918-299-4333,9645 SOUTH RIVERSIDE DRIVE,SUITE C,TULSA,OK,74137,-95.94971020000001,36.025329600000006
201,AFTER HOURS HEALTH CARE CLINIC,918-653-2345,814 UNITED STATES HIGHWAY 59 NORTH, ,HEAVENER,OK,74937,-94.6033236,34.9027266
202,MEDSTOP ONE,573-335-4100,3065 WILLIAM STREET,SUITE 209,CAPE GIRARDEAU,MO,63703,-89.5733648,37.3004559
203,URGENT CARE ASSOCIATES - CENTRAL TUCSON,520-795-8659,1622 NORTH SWAN ROAD, ,TUCSON,AZ,85712,-110.8919746,32.2427578
204,SPRINGFIELD PRIORITY CARE,217-789-1403,1836 SOUTH MACARTHUR BOULEVARD, ,SPRINGFIELD,IL,62704,-89.6678675,39.77998
205,BRETSHIRE MEDICAL CLINIC - URGENT CARE,713-633-2100,7030 BRETSHIRE DRIVE, ,HOUSTON,TX,77016,-95.30138070000001,29.854274100000005
206,STATCLINIX URGENT CARE - MESA,480-610-0688,1151 NORTH GILBERT ROAD, ,MESA,AZ,85203,-111.7875038,33.4369146
207,LAWRENCE FAMILY PRACTICE CENTER,785-841-6541,4951 WEST 18TH STREET, ,LAWRENCE,KS,66047,-95.3099125,38.9505408
208,ORDER OF SAINT FRANCIS PROMPT CARE,309-663-2100,1505 EASTLAND DRIVE,EASTLAND MEDICAL PLAZA II,BLOOMINGTON,IL,61701,-88.9545381,40.4827234
209,AIRPARK MEDICAL CENTER,480-991-4555,15720 NORTH GREENWAY HAYDEN LOOP,SUITE 3,SCOTTSDALE,AZ,85260,-111.9155178,33.6284002
210,EL RIO HEALTH CENTER,520-792-9890,839 WEST CONGRESS STREET, ,TUCSON,AZ,85745,-110.98582340000002,32.221215
211,ROCKY MOUNTAIN URGENT CARE - AURORA,303-695-1338,13650 EAST MISSISSIPPI AVENUE,SUITE 100 B,AURORA,CO,80012,-104.8326537,39.696177299999995
212,ROCKY MOUNTAIN URGENT CARE - ENGLEWOOD,720-974-7464,3601 SOUTH CLARKSON STREET,SUITE 100,ENGLEWOOD,CO,80113,-104.9785787,39.650464
213,TRACE MEDICAL CLINIC,662-289-9155,530 VETERANS MEMORIAL DRIVE, ,KOSCIUSKO,MS,39090,-89.5713392,33.0471552
214,ADVANTAGE MEDICAL GROUP,785-749-0130,1104 EAST 23RD STREET, ,LAWRENCE,KS,66046,-95.2209394,38.9433819
215,BOULDER MEDICAL CENTER - URGENT CARE DEPARTMENT,303-440-3036,2750 BROADWAY STREET, ,BOULDER,CO,80304,-105.28152450000002,40.0262944
216,PRIMECARE MEDICAL CLINIC,501-279-9000,205 EAST RACE AVENUE, ,SEARCY,AR,72143,-91.73600970000001,35.250553000000004
217,DENVER HEALTH URGENT CARE,303-436-6070,700 DELAWARE STREET, ,DENVER,CO,80204,-104.9923253,39.727156799999996
218,LAKE LOVELAND AMBULATORY SURGERY CENTER,970-667-3116,790 WEST EISENHOWER BOULEVARD, ,LOVELAND,CO,80537,-105.0867987,40.404270600000004
219,PRIORITY CARE,913-338-4515,11301 ASH STREET, ,LEAWOOD,KS,66211,-94.6481726,38.922648200000005
220,ROCKY MOUNTAIN URGENT CARE - NORTH LAKEWOOD,303-986-9583,255 UNION BOULEVARD, ,LAKEWOOD,CO,80228,-105.13371670000001,39.7198869
221,CATHOLIC HEALTHCARE WEST URGENT CARE - AHWATUKEE,480-728-4000,4545 EAST CHANDLER BOULEVARD, ,PHOENIX,AZ,85048,-111.9852979,33.30447
222,SAINT ANTHONYS MEDICAL CENTER - ARNOLD URGENT CARE,636-464-4660,3619 RICHARDSON SQUARE DRIVE, ,ARNOLD,MO,63010,-90.3855968,38.411744299999995
223,SAINT ANTHONYS MEDICAL CENTER - FENTON URGENT CARE,636-326-6100,714 GRAVOIS ROAD, ,FENTON,MO,63026,-90.44580129999999,38.5113174
224,PLAQUEMINES MEDICAL CENTER,504-564-3344,26851 STATE HIGHWAY 23, ,PORT SULPHUR,LA,70083,-89.71669140000002,29.5018608
225,PEDIATRIC ASSOCIATES,785-537-9030,1133 COLLEGE AVENUE,BUILDING E SUITE 220,MANHATTAN,KS,66502,-96.5987928,39.191914000000004
226,ROCKY MOUNTAIN URGENT CARE - LONGMONT,877-889-1522,1551 PROFESSIONAL LANE, ,LONGMONT,CO,80501,-105.1015969,40.139579600000005
227,XPRESS CARE,409-866-0856,4471 CALDER AVENUE, ,BEAUMONT,TX,77706,-94.1487204,30.0858842
228,ORTHOPAEDIC CENTER OF THE ROCKIES,800-722-7441,2500 EAST PROSPECT ROAD, ,FORT COLLINS,CO,80525,-105.0316568,40.5682659
229,NATCHEZ AFTER HOURS CLINIC,601-442-1900,46 SEARGENT PRENTISS DRIVE, ,NATCHEZ,MS,39120,-91.3919052,31.526793599999998
230,ACUTE KIDS URGENT CARE - ALLEN,972-359-6900,107 CENTRAL EXPRESSWAY NORTH,SUITE 509,ALLEN,TX,75013,-96.6797958,33.1037381
231,LANDMARK MEDICAL CENTER,816-464-2333,8800 NORTHWEST 112TH STREET, ,KANSAS CITY,MO,64153,-94.6832614,39.297237700000004
232,SAINT JOHN URGENT CARE - SAND SPRINGS,918-245-1119,402 WEST MORROW ROAD, ,SAND SPRINGS,OK,74063,-96.1170347,36.133213700000006
233,VIA CHRISTI OCCUPATIONAL AND IMMEDIATE CARE,316-685-1382,2778 NORTH WEBB ROAD,SUITE C,WICHITA,KS,67226,-97.2243453,37.7315044
234,PICAYUNE URGENT CARE,601-798-2151,422 MEMORIAL BOULEVARD, ,PICAYUNE,MS,39466,-89.6752161,30.516318199999997
235,TRI-CITY MEDICAL,801-756-3511,830 NORTH 2000 WEST, ,PLEASANT GROVE,UT,84062,-111.7683797,40.372752899999995
236,ALPINE PEDIATRICS,801-492-1999,1912 WEST 930 NORTH, ,PLEASANT GROVE,UT,84062,-111.7678528,40.3741981
237,SAINT JOHN'S URGENT CARE - SMITH-GLYNN-CALLAWAY,417-888-5666,3231 SOUTH NATIONAL AVENUE, ,SPRINGFIELD,MO,65807,-93.27808359999999,37.155101
238,LOS ALAMOS URGENT CARE,505-662-0768,1460 TRINITY DRIVE, ,LOS ALAMOS,NM,87544,-106.2986746,35.8802209
239,CONCENTRA MEDICAL CENTER - HOUSTON,281-679-5600,12345 KATY FREEWAY, ,HOUSTON,TX,77079,-95.6054175,29.783723100000003
240,SPARKS PREFERRED MEDICAL CARE SOUTH,479-709-7465,8600 SOUTH 36TH TERRACE, ,FORT SMITH,AR,72908,-94.3961011,35.3028001
241,MEDINET FAMILY CARE CLINIC,281-564-3300,9130 STATE HIGHWAY 6 SOUTH, ,HOUSTON,TX,77083,-95.6443683,29.679880999999998
242,AFTER HOURS PEDIATRIC URGENT CARE - OFALLON,636-379-9633,2028 STATE HIGHWAY K,SUITE 102,O FALLON,MO,63366,-90.6989932,38.780718900000004
243,TAYLOR MEDICAL CENTER - URGENT CARE,903-297-1733,1809 WEST STATE HIGHWAY 281 LOOP,AARONS PLAZA,LONGVIEW,TX,75604,-94.78584359999999,32.5246505
244,VALLEY FIRSTCARE URGENT CARE,505-747-6939,528 NORTH CORONADO AVENUE, ,ESPANOLA,NM,87532,-106.08681010000001,35.9980354
245,CARE NOW - LAKE WORTH,817-375-2100,3520 NORTHWEST CENTRE DRIVE, ,FORT WORTH,TX,76135,-97.42648829999999,32.8080704
246,SUGARLAND URGENT CARE,281-494-4832,1211 STATE HIGHWAY 6 SOUTH, ,SUGARLAND,TX,77478,-95.6358967,29.6054098
247,BAPTIST MEDICAL CLINIC,601-605-3858,401 BAPTIST DRIVE, ,MADISON,MS,39110,-90.1385197,32.4700705
248,ADVANCED URGENT CARE - PHOENIX EAST,602-808-8786,2301 NORTH 44TH STREET, ,PHOENIX,AZ,85008,-111.9864662,33.4735407
249,ENCOMPASS MEDICAL GROUP-URGENT CARE,816-942-8200,373 WEST 101ST TERRACE, ,KANSAS CITY,MO,64114,-94.59596020000001,38.943532299999994
250,CONCENTRA URGENT CARE - FORT WORTH SOUTH,817-293-7311,1132 EVERMAN PARKWAY, ,FORT WORTH,TX,76140,-97.3117179,32.6269892
251,UNION CITY URGENT CARE,731-885-8282,1229 SOUTH 1ST STREET, ,UNION CITY,TN,38261,-89.0583289,36.4156973
252,NEXTCARE URGENT CARE,480-924-8382,2550 NORTH THUNDERBIRD CIRCLE,SUITE 303,MESA,AZ,85215,-111.72043229999998,33.4622811
253,METHODIST AT PEKIN,309-346-3416,1800 EAST BROADWAY ROAD, ,PEKIN,IL,61554,-89.62525620000001,40.567211799999995
254,URGENT CARE OF SLIDELL,985-661-8851,360 GATEWAY DRIVE,SUITE B,SLIDELL,LA,70461,-89.74083,30.2883519
255,MINOR EMERGENCY OF DENTON,940-382-9898,2438 LILLIAN MILLER PARKWAY,SUITE 100,DENTON,TX,76205,-97.10908979999999,33.1845739
256,METHODIST AT MORTON,309-263-9124,1909 NORTH MORTON AVENUE, ,MORTON,IL,61550,-89.46548220000001,40.628858
257,URGENT CARE EVERGREEN,303-674-2273,1520 EVERGREEN PARKWAY, ,EVERGREEN,CO,80439,-105.365178,39.6847266
258,STAFFORD OCCUPATIONAL HEALTH AND URGENT CARE MEDICAL CLINIC,281-980-1901,3832 GREENBRIAR DRIVE, ,STAFFORD,TX,77477,-95.5673208,29.6332305
259,CONVENIENT CARE CLINIC,662-578-2030,555 STATE HIGHWAY 6 EAST, ,BATESVILLE,MS,38606,-89.9374739,34.3100655
260,EUREKA COMMUNITY HOSPITAL - URGENT CARE,309-467-2371,101 SOUTH MAJOR STREET, ,EUREKA,IL,61530,-89.2713091,40.72106420000001
261,PLAINS REGIONAL MEDICAL GROUP WALK IN CLINIC,575-769-7577,2200 WEST 21ST STREET, ,CLOVIS,NM,88101,-103.23615009999999,34.42029
262,GUARDIAN URGENT CARE,303-455-6345,1 BROADWAY,BUILDING A SUITE 100,DENVER,CO,80203,-104.98787920000001,39.7171152
263,KINGWOOD URGENT CARE AND SPECIAL CLINIC,281-360-7502,2601 WEST LAKE HOUSTON PARKWAY, ,KINGWOOD,TX,77339,-95.1809267,30.043675800000003
264,CHANDS MEDICAL OFFICE,573-756-7880,1031 EAST KARSCH BOULEVARD, ,FARMINGTON,MO,63640,-90.40371329999999,37.7790196
265,CONVENIENT HEALTH CARE,573-547-3232,624 OLD SAINT MARYS ROAD, ,PERRYVILLE,MO,63775,-89.8691073,37.731575799999995
266,EAST VALLEY URGENT CARE,480-471-6404,3200 SOUTH GILBERT ROAD, ,CHANDLER,AZ,85286,-111.78986440000001,33.2575403
267,PROCTOR FIRST CARE,309-689-3030,3915 BARRING TRACE, ,PEORIA,IL,61615,-89.65510640000001,40.7701222
268,FAMILY MEDICAL CLINIC OF CRYSTAL SPRINGS,601-892-3063,104 WEST RAILROAD AVENUE, ,CRYSTAL SPRINGS,MS,39059,-90.3590561,31.987453100000003
269,LOURDES AFTER HOURS,337-981-5085,2130 KALISTE SALOOM ROAD, ,LAFAYETTE,LA,70508,-92.0399185,30.1654921
270,WALK-IN MEDICAL CLINIC,816-795-9911,18675 EAST 39TH STREET SOUTH,SUITE M,INDEPENDENCE,MO,64057,-94.3619768,39.047200399999994
271,NEXTCARE URGENT CARE - MESA,800-819-8566,1066 NORTH POWER ROAD, ,MESA,AZ,85205,-111.68502009999999,33.4356734
272,SCOTTSDALE URGENT CARE,480-423-1917,7350 EAST STETSON DRIVE, ,SCOTTSDALE,AZ,85251,-111.9223735,33.499936100000006
273,HEART OF TEXAS INTERNAL MEDICINE - BROWNWOOD,325-643-3300,109 SOUTH PARK DRIVE, ,BROWNWOOD,TX,76801,-98.9967962,31.6793543
274,MARKET PLACE MEDICAL CLINIC,501-224-0794,11400 HURON LANE, ,LITTLE ROCK,AR,72211,-92.4001265,34.7667765
275,GOLD CANYON URGENT CARE,480-982-3691,6820 SOUTH KINGS RANCH ROAD, ,GOLD CANYON,AZ,85218,-111.45944650000001,33.3530053
276,HEALTHTRAC WALK IN CLINIC,719-269-1136,127 JUSTICE CENTER ROAD,SUITE J,CANON CITY,CO,81212,-105.18407590000001,38.445949799999994
277,GIDDEN MEDICAL CLINIC,225-296-5125,3907 SOUTH SHERWOOD FOREST BOULEVARD, ,BATON ROUGE,LA,70816,-91.05117990000001,30.4170623
278,CONCENTRA MEDICAL CENTER URGENT CARE - VAL VISTA,480-545-1398,1959 SOUTH VAL VISTA DRIVE, ,MESA,AZ,85204,-111.7519274,33.3800477
279,HIGH DESERT CLINIC,520-459-8915,77 EAST FRY BOULEVARD, ,SIERRA VISTA,AZ,85635,-110.2992571,31.5550033
280,URGENT CARE EXPRESS - GILBERT,480-855-9400,920 EAST WILLIAMS FIELD ROAD, ,GILBERT,AZ,85295,-111.7702896,33.3069608
281,PRIMACARE MEDICAL CENTER - NORTH DALLAS,972-980-6753,7910 BELT LINE ROAD, ,DALLAS,TX,75254,-96.7710551,32.9502837
282,LAKE AFTER HOURS - DRUSILLA,225-924-3906,3333 DRUSILLA LANE, ,BATON ROUGE,LA,70809,-91.08786629999999,30.419463399999998
283,CONCENTRA URGENT CARE - TUCSON NORTH,520-293-7250,2005 WEST RUTHRAUFF ROAD,SUITE 111,TUCSON,AZ,85705,-111.01052209999999,32.2937788
284,URGENT CARE AND FAMILY MEDICINE,225-755-0095,1962 ONEAL LANE, ,BATON ROUGE,LA,70816,-91.00921170000001,30.439795399999998
285,MERCY AFTER HOURS - NORTHWEST,405-749-7099,8325 NORTHWEST EXPRESSWAY STREET, ,OKLAHOMA CITY,OK,73162,-97.661979,35.5691677
286,PLANO MEDICAL CENTER,972-208-2900,2105 WEST SPRING CREEK PARKWAY,SUITE A 300,PLANO,TX,75023,-96.7346735,33.0594745
287,IMMEDICARE CLINIC OF PLANO,972-596-9666,3100 INDEPENDENCE PARKWAY,SUITE 103,PLANO,TX,75075,-96.75234420000001,33.0390876
288,PRIMACARE MEDICAL CENTER - WEST PLANO,972-733-0095,5076 WEST PLANO PARKWAY, ,PLANO,TX,75093,-96.8000536,33.0160273
289,LAKE CHARLES MEDICAL AND SURGICAL CLINIC URGENT CARE,337-310-2273,4320 LAKE STREET, ,LAKE CHARLES,LA,70605,-93.23286209999999,30.1800957
290,CONCENTRA MEDICAL CENTER - KENNER,504-468-1506,1600 WILLIAMS BOULEVARD, ,KENNER,LA,70062,-90.2421872,29.9877895
291,DOCTORS AFTER HOURS,504-885-8700,5236 VETERANS BOULEVARD, ,METAIRIE,LA,70006,-90.1981525,30.0052473
292,LE BONHEUR URGENT CARE CENTER - CORDOVA,901-758-6000,8035 CLUB PARKWAY, ,CORDOVA,TN,38016,-89.79419229999999,35.1614831
293,VELOCITY CARE,318-798-3763,7045 YOUREE DRIVE, ,SHREVEPORT,LA,71105,-93.715813,32.4431529
294,FAMILY MEDICAL CLINIC - NORTH DALLAS,214-358-0090,9991 MARSH LANE, ,DALLAS,TX,75220,-96.8566151,32.8800029
295,GALESBURG CLINIC PROMPT CARE,309-343-1000,1707 NORTH HENDERSON STREET, ,GALESBURG,IL,61401,-90.3824989,40.9687362
296,CASA GRANDE REGIONAL MEDICAL CENTER - URGENT CARE,520-316-0688,1676 EAST MCMURRAY BOULEVARD, ,CASA GRANDE,AZ,85222,-111.714781,32.8846543
297,VELO MEDICAL URGENT CARE,520-298-9887,50 EAST CROYDON PARK ROAD, ,TUCSON,AZ,85705,-110.96937779999999,32.290633
298,NEXTCARE URGENT CARE - OLD SPANISH TRAIL,520-731-3666,9525 EAST OLD SPANISH TRAIL,SUITE 101,TUCSON,AZ,85748,-110.78858799999999,32.2083116
299,BUSINESS HEALTH EXPRESS CARE CLINIC,501-525-9675,154 CORNERSTONE BOULEVARD, ,HOT SPRINGS,AR,71913,-93.0552894,34.4609092
300,URGENT CARE OF COLORADO,303-904-2600,9116 WEST BOWLES AVENUE,SUITE 3A,LITTLETON,CO,80123,-105.1008292,39.6088811
301,DESERT VALLEY URGENT CARE,480-659-2759,250 WEST CHANDLER HEIGHTS ROAD, ,CHANDLER,AZ,85248,-111.84437690000001,33.2335544
302,UNIVERSITY OF MISSOURI URGENT CARE,573-882-1662,1101 HOSPITAL DRIVE, ,COLUMBIA,MO,65212,-92.3249449,38.9388276
303,INTERMOUNTAIN HEALTH CARE - MEMORIAL INSTACARE,801-464-7777,2000 SOUTH 900 EAST, ,SALT LAKE CITY,UT,84105,-111.8657232,40.7264388
304,CONCENTRA URGENT CARE - TUCSON,520-889-9574,4600 SOUTH PARK AVENUE,SUITE 6,TUCSON,AZ,85714,-110.9565965,32.1679712
305,LAKE AFTER HOURS - PERKINS,225-819-8857,12525 PERKINS ROAD, ,BATON ROUGE,LA,70810,-91.0786642,30.370255800000002
306,MERCY AFTER HOURS - CANADIAN COUNTY,405-749-7099,520 SOUTH MUSTANG ROAD, ,YUKON,OK,73099,-97.7234247,35.4600974
307,FAMILY WALK IN CLINIC,970-330-3412,900 14TH STREET, ,GREELEY,CO,80631,-104.6930191,40.4168105
308,CONCENTRA URGENT CARE - LAS CRUCES,505-524-8888,2170 EAST LOHMAN AVENUE, ,LAS CRUCES,NM,88001,-106.75562839999999,32.3112641
309,MORGAN HEALTH CENTER,801-829-3426,166 NORTH STATE STREET, ,MORGAN,UT,84050,-111.67819640000002,41.0382267
310,SURGERY CENTER AT PARK MEADOWS LIMITED LIABILITY COMPANY,303-799-6465,9218 EAST KIMMER DRIVE,SUITE 101,LONE TREE,CO,80124,-104.88222350000001,39.5519883
311,COLORADO SPINE CENTER,303-783-6600,10450 PARK MEADOWS DRIVE,SUITE 200,LONE TREE,CO,80124,-104.87383270000001,39.5369576
312,NORTH DENVER ENDOSCOPY CENTER,303-252-0083,10001 NORTH WASHINGTON STREET, ,THORNTON,CO,80229,-104.9783584,39.878393200000005
313,CHILDRENS MERCY NORTHLAND,816-413-2500,501 NORTHWEST BARRY ROAD, ,KANSAS CITY,MO,64155,-94.5869503,39.2442336
314,ASSOCIATES IN FAMILY MEDICINE,970-204-0300,3519 RICHMOND DRIVE, ,FORT COLLINS,CO,80526,-105.0982192,40.5385611
315,CONCENTRA URGENT CARE - COLORADO SPRINGS SOUTH,719-390-1727,2322 SOUTH ACADEMY BOULEVARD, ,COLORADO SPRINGS,CO,80916,-104.7590772,38.7975937
316,MEDISERVE WALK IN CLINIC,479-442-0006,1188 NORTH SALEM ROAD,SUITE 6,FAYETTEVILLE,AR,72704,-94.20756999999999,36.079423999999996
317,LOVELAND FIRST CARE,970-669-6000,295 EAST 29TH STREET, ,LOVELAND,CO,80538,-105.07416359999999,40.4219796
318,MED-X URGENT CARE,970-242-6339,1060 ORCHARD AVENUE,SUITE N,GRAND JUNCTION,CO,81501,-108.55422220000001,39.0849581
319,NORTH COLORADO SURGERY CENTER LIMITED LIABILITY COMPANY,970-506-6700,2000 70TH AVENUE, ,GREELEY,CO,80634,-104.7921563,40.4064427
320,ABERDEEN AMBULATORY SURGICAL CENTER LIMITED LIABILITY COMPANY,719-565-2000,650 DITTMER AVENUE, ,PUEBLO,CO,81005,-104.6500395,38.2646091
321,AUDUBON AMBULATORY SURGERY CENTER,719-867-7500,3030 NORTH CIRCLE DRIVE, ,COLORADO SPRINGS,CO,80909,-104.79414609999999,38.8730745
322,NORTHWEST REGIONAL AMBULATORY SURGERY CENTER,303-328-3400,10170 CHURCH RANCH WAY,SUITE 110,WESTMINSTER,CO,80021,-105.07404779999999,39.8810544
323,SURGERY CENTER OF FORT COLLINS,970-494-4800,1100 EAST PROSPECT ROAD, ,FORT COLLINS,CO,80525,-105.05746840000002,40.5673971
324,RED OAK URGENT CARE,972-617-7100,119 STATE HIGHWAY 342, ,RED OAK,TX,75154,-96.804132,32.5119945
325,SAINT JOHN URGENT CARE - UTICA,918-748-1300,1717 SOUTH UTICA AVENUE, ,TULSA,OK,74104,-95.96670859999999,36.1374846
326,SEVENTY WEST EXPRESS CARE,501-760-2788,1018 AIRPORT ROAD,WINSTON PLAZA,HOT SPRINGS,AR,71913,-93.1119853,34.479349
327,CONCENTRA MEDICAL CENTER - NORTH LITTLE ROCK,501-945-0661,3470 LANDERS ROAD, ,NORTH LITTLE ROCK,AR,72117,-92.2279639,34.7857076
328,ACCESS URGENT CARE,479-527-9966,2630 EAST CITIZENS DRIVE,SUITE 3,FAYETTEVILLE,AR,72703,-94.1241844,36.089059000000006
329,MEDISERVE WALK IN CLINIC,479-521-0200,117 EAST SYCAMORE STREET, ,FAYETTEVILLE,AR,72703,-94.1569653,36.0842038
330,PLUM CREEK MEDICAL CLINIC - URGENT CARE,303-688-6900,410 SOUTH WILCOX STREET, ,CASTLE ROCK,CO,80104,-104.8631774,39.3638556
331,20 MILE URGENT CARE AND FAMILY MEDICINE,720-974-7210,11355 SOUTH PARKER ROAD,SUITE 103,PARKER,CO,80134,-104.76571729999999,39.5104362
332,GREELEY MEDICAL CLINIC - URGENT CARE,970-350-2425,1900 16TH STREET, ,GREELEY,CO,80631,-104.7102651,40.4134318
333,IMMEDIATE MEDICAL CARE CLINIC,316-440-2565,4722 WEST KELLOGG DRIVE NORTH, ,WICHITA,KS,67209,-97.3972115,37.673945200000006
334,CONCENTRA URGENT CARE - COLORADO SPRINGS NORTH,719-592-1584,5320 MARK DABLING BOULEVARD, ,COLORADO SPRINGS,CO,80918,-104.82356700000001,38.908975399999996
335,CONCENTRA URGENT CARE - IRVING,972-554-8494,2233 EAST GRAUWYLER ROAD,SUITE 110,IRVING,TX,75061,-96.91210809999998,32.8311668
336,INDUSTRIAL MEDICAL CENTER - URGENT CARE,816-241-4477,5811 EAST TRUMAN ROAD, ,KANSAS CITY,MO,64126,-94.5141399,39.093664700000005
337,CENTER FOR MEDICAL ARTS - PROMPT CARE,618-549-5361,2601 WEST MAIN STREET, ,CARBONDALE,IL,62901,-89.24906999999999,37.7317982
338,MEMORIAL URGENT AND AFTER HOURS CARE - NORTH,719-365-2888,8890 NORTH UNION BOULEVARD,BRIARGATE MEDICAL CAMPUS,COLORADO SPRINGS,CO,80920,-104.76588890000001,38.960721899999996
339,EVERGREEN HEALTH URGENT CARE - SOUTH OFFICE,303-670-7980,6851 STATE HIGHWAY 73, ,EVERGREEN,CO,80439,-105.3139379,39.5916954
340,ROCKY MOUNTAIN URGENT CARE - WESTMINSTER,303-429-9311,5044 WEST 92ND AVENUE, ,WESTMINSTER,CO,80031,-105.0516301,39.8621839
341,PHYSICIANS IMMEDIATE CARE - BARTLESVILLE,918-331-9184,2334 SOUTHEAST WASHINGTON BOULEVARD,SUITE B,BARTLESVILLE,OK,74006,-95.9345235,36.716344299999996
342,MEDEXPRESS URGENT CARE - OKLAHOMA CITY,405-737-3278,2801 SOUTH DOUGLAS BOULEVARD, ,OKLAHOMA CITY,OK,73130,-97.371319,35.438469299999994
343,REDLANDS AFTER HOURS,970-243-1707,2237 REDLANDS PARKWAY, ,GRAND JUNCTION,CO,81503,-108.6356212,39.0767719
344,NEXTCARE URGENT CARE - AURORA HIGHPOINT,800-819-8566,18890 EAST HAMPDEN AVENUE, ,AURORA,CO,80013,-104.7684717,39.652602200000004
345,SOUTHEAST KANSAS URGENT CARE - FORT SCOTT,620-223-5000,1624 SOUTH NATIONAL AVENUE, ,FORT SCOTT,KS,66701,-94.7075268,37.8215968
346,QUALITY CARE PLUS,936-336-3616,2718 NORTH MAIN STREET,SUITE A,LIBERTY,TX,77575,-94.7786735,30.076148100000005
347,LONG POINT MEDICAL CLINIC URGENT CARE,713-722-8799,8153 LONG POINT ROAD, ,HOUSTON,TX,77055,-95.49210479999999,29.8020462
